	Angle[°]	Date	Geometry	Orb	Pass	VH[lin]	VH_var[lin]	VV[lin]	VV_var[lin]	VV[dB]	VH[dB]	VV_var[dB]	VH_var[dB]	SWC[m3/m3]	Pioggia[mm]	Irrigazione[mm]	Temperatura[°C]	VV_norm[dB]	VH_norm[dB]
86	31.38923072814941	2017-09-25 07:00:00	Budrio_half-right	168	DESCENDING	0.0452716046032923	0.0001775326433512	0.4145147758989488	0.0156242422454506	-3.824599838664106	-13.441741121315324	0.1636979568799029	0.0170308625110141	0.3069956344962936	0.0	0.0	12.0315	-6.226866862225561	-14.519656011488788
87	41.3111457824707	2017-09-26 07:00:00	Budrio_half-right	95	DESCENDING	0.0244995801487967	7.966556416424726e-05	0.1980746982752833	0.0127807718150511	-7.031709969562378	-16.10841358109883	0.28022855630087	0.0141220031952022	0.2472511473416277	0.0	0.0	11.9062	-7.031709969562378	-16.10841358109883
88	37.37598037719727	2017-09-27 19:00:00	Budrio_half-right	117	ASCENDING	0.0141265356416734	2.522449418612674e-05	0.1040649321342269	0.0018762326764388	-9.82695594662179	-18.499643304498026	0.0783008724872786	0.0077548090428615	0.2011456333051212	0.0	0.0	19.4564	-9.286977982969729	-18.460202385546
89	31.315248489379883	2017-10-01 07:00:00	Budrio_half-right	168	DESCENDING	0.0134676375515026	2.951343682990898e-05	0.1022963467166587	0.0014424952598372	-9.901398758589693	-18.7070858009955	0.0612404794136094	0.0095172762915642	0.1518564944519243	0.0	0.0	13.2976	-11.051862094588337	-19.298753561685114
90	41.28816223144531	2017-10-02 07:00:00	Budrio_half-right	95	DESCENDING	0.0129945937724988	2.4509191422812912e-05	0.1019074664292422	0.0016648668921324	-9.91793995481031	-18.86237292547711	0.0709508861020101	0.0081912576700666	0.1737120762662949	0.0	0.0	13.348	-9.91793995481031	-18.86237292547711
91	37.5352783203125	2017-10-03 19:00:00	Budrio_half-right	117	ASCENDING	0.0146041934676523	2.8598523212161963e-05	0.0842796839659593	0.0008436704403475	-10.742771015890591	-18.35522422409704	0.0434744649654628	0.008504530461839	0.1510807999588213	0.0	0.0	18.3252	-10.110510208550611	-18.32911784999694
92	31.387771606445312	2017-10-07 07:00:00	Budrio_half-right	168	DESCENDING	0.0547559969423823	0.0005092989636763	0.5459747351372081	0.0613304987876231	-2.62827453713514	-12.615683094310572	0.4878521931815233	0.0403947954406569	0.3006922867884172	0.0	0.0	8.9667	-5.276981247727903	-13.76988327421412
93	41.309513092041016	2017-10-08 07:00:00	Budrio_half-right	95	DESCENDING	0.0312935947661463	0.0001273319132268	0.2404526176772461	0.0063429337420109	-6.189704906359411	-15.045445455968846	0.1145631580077391	0.0176712032279674	0.2616118592134713	0.0	0.0	10.9728	-6.189704906359411	-15.045445455968846
94	37.374755859375	2017-10-09 19:00:00	Budrio_half-right	117	ASCENDING	0.0151170868377298	5.52708731656957e-05	0.1084730463937744	0.0008534154228301	-9.646781627986009	-18.20531892180996	0.0341682677151712	0.0158786117216224	0.2086862096951951	0.0	0.0	17.1471	-9.124959074788721	-18.193053648008643
95	31.313207626342773	2017-10-13 07:00:00	Budrio_half-right	168	DESCENDING	0.0157681076263221	3.671183420071046e-05	0.1974221460873642	0.0100049206213116	-7.046041313823583	-18.022204244111165	0.2200909018481083	0.0101113890085962	0.1939204943863914	0.0	0.0	9.8873	-8.784700347222712	-18.67711984731271
96	41.29258346557617	2017-10-14 07:00:00	Budrio_half-right	95	DESCENDING	0.0115422613678955	1.801462702010281e-05	0.1042379563195567	0.0007281816331313	-9.819741119524164	-19.37709095566293	0.0303387821728525	0.0067782671514761	0.1697173013329531	0.0	0.0	8.931	-9.819741119524164	-19.37709095566293
97	37.53313446044922	2017-10-15 19:00:00	Budrio_half-right	117	ASCENDING	0.0108140644877786	2.2178055051149725e-05	0.0660921440243254	0.0005134747855473	-11.798501594197736	-19.66011044913629	0.0337406615039752	0.0089067407901498	0.1748576965316381	0.0	0.0	19.6945	-11.059859244116534	-19.513520937724053
98	31.386669158935547	2017-10-19 07:00:00	Budrio_half-right	168	DESCENDING	0.009565729176108	1.794172271692036e-05	0.1508615191843311	0.0027928078308896	-8.214215232271938	-20.19281918988497	0.0803983041221791	0.0081457367528849	0.1422781249209782	0.0	0.0	12.2379	-9.712233685310009	-20.64728157476817
99	41.30825424194336	2017-10-20 07:00:00	Budrio_half-right	95	DESCENDING	0.0132577940739563	2.5791656121829805e-05	0.1004146720807628	0.0007652118707077	-9.982028256554589	-18.775287309240845	0.0330954915301583	0.0084487463528042	0.1568643093654833	0.0	0.0	13.3507	-9.982028256554589	-18.775287309240845
100	37.37382888793945	2017-10-21 19:00:00	Budrio_half-right	117	ASCENDING	0.0083710931021204	1.918643622394943e-05	0.0718013513696508	0.0004812293417628	-11.43867381846009	-20.77217827882178	0.0291074253716477	0.009953972889561	0.1877027661452081	0.0	0.0	16.2372	-10.73628980425611	-20.522908994680407
101	31.31230354309082	2017-10-25 07:00:00	Budrio_half-right	168	DESCENDING	0.0115013851307308	5.266779284440773e-05	0.1476119966206661	0.003788776088863	-8.308783453961981	-19.392498536978188	0.1114709228402793	0.0198874583768472	0.1574230095656617	0.0	0.0	4.0177	-9.787321116176171	-19.92086940151788
102	41.29363250732422	2017-10-26 07:00:00	Budrio_half-right	95	DESCENDING	0.0112017446866136	2.659844151589568e-05	0.0936114653905187	0.0009849478657213	-10.286709562737462	-19.50714330119204	0.045694982047414	0.010312283220831	0.1556367759072002	0.0	0.0	5.1388	-10.286709562737462	-19.50714330119204
103	37.53132629394531	2017-10-27 19:00:00	Budrio_half-right	117	ASCENDING	0.0127907668088047	3.073126587227221e-05	0.0697425525016611	0.00066661013388	-11.565021619629016	-18.93103418707425	0.0415105401710079	0.0104344167865231	0.1555252913712201	0.0	0.0	14.4822	-10.849906067392043	-18.851761958738088
104	31.3865966796875	2017-10-31 06:00:00	Budrio_half-right	168	DESCENDING	0.0102431782889039	1.6794402737707535e-05	0.1593405484836983	0.00474529006424	-7.97673692234882	-19.89565268050956	0.1293363999020377	0.0071205598791033	0.1671047094979575	0.0	0.0	4.9978	-9.52367524718044	-20.377557971974007
105	41.307350158691406	2017-11-01 06:00:00	Budrio_half-right	95	DESCENDING	0.0116058920838293	1.8400016835628245e-05	0.0900670697845163	0.0009211929976542	-10.454339662349916	-19.353214719944173	0.0444190131427944	0.0068853180099565	0.1240520713734695		0.0		-10.454339662349916	-19.353214719944173
106	37.37249374389648	2017-11-02 18:00:00	Budrio_half-right	117	ASCENDING	0.0109440223551939	2.649365263269325e-05	0.065746365894465	0.0004809797451871	-11.821282476381874	-19.608230284960836	0.0317716190697624	0.0105135449932442	0.1558597996463072	0.0	0.0	12.8907	-11.080344592343856	-19.466430988070126
