Date	Angle[°]	Geometry	Orb	Pass	VH[lin]	VH_var[lin]	VV[lin]	VV_var[lin]	VV[dB]	VH[dB]	VV_var[dB]	VH_var[dB]	VV_norm[dB]	VH_norm[dB]
2019-11-22 18:00:00	37.52887725830078	Budrio_half-right	117	ASCENDING	0.0306380982356176	9.477536160723164e-05	0.2216717689427788	0.005718397605741	-6.54289613033737	-15.137381956781406	0.1120335953173702	0.0134343901667355	-6.357994290699627	-15.507454088709698
2019-11-26 06:00:00	31.360782623291016	Budrio_half-right	168	DESCENDING	0.0461281139136931	0.0004577225530599	0.4780652423567143	0.0540805976344407	-3.2051283045483	-13.360343024613464	0.4912907915012701	0.0430944086308286	-5.327204828868749	-14.435344657132099
2019-11-27 06:00:00	41.304725646972656	Budrio_half-right	95	DESCENDING	0.0291927533250846	0.0001256165273717	0.2499703419498173	0.0072011535529342	-6.021115156944007	-15.347249424391729	0.1251116923304923	0.0186877078930885	-6.021115156944007	-15.347249424391729
2019-11-28 18:00:00	37.3706169128418	Budrio_half-right	117	ASCENDING	0.0269022958433914	8.96290355730915e-05	0.2500712275639949	0.0074131771208405	-6.019362739992839	-15.70210655701312	0.1287433963640863	0.014469172368895	-5.878125678051575	-16.070139045329206
2019-12-02 06:00:00	31.30802726745605	Budrio_half-right	168	DESCENDING	0.0478006101579795	0.0004963744967003	0.4917913197291481	0.0406386742308305	-3.0821914096330656	-13.20566559736158	0.3588748166607289	0.0450983165616526	-5.2154686438265765	-14.286504600728115
2019-12-03 06:00:00	41.08382034301758	Budrio_half-right	95	DESCENDING	0.0281064839186525	9.460438783960274e-05	0.2260643341838944	0.004853459349735	-6.457679502107546	-15.511934806194116	0.0932402991095908	0.0146180375039042	-6.457679502107546	-15.511934806194116
2019-12-04 18:00:00	37.527530670166016	Budrio_half-right	117	ASCENDING	0.0236361242984034	0.0001101290151779	0.2260367505410794	0.005504423628054	-6.458209446594961	-16.264237348047082	0.1057589441539632	0.0202353071871623	-6.2803708149352815	-16.630239560939202
2019-12-08 06:00:00	31.360694885253903	Budrio_half-right	168	DESCENDING	0.0406063211683539	0.0005239052299587	0.4755738345298992	0.0358999882526606	-3.227820477284484	-13.914063547270324	0.3278390371062746	0.0560329386816419	-5.347829530782747	-14.968168323057707
2019-12-09 06:00:00	41.304195404052734	Budrio_half-right	95	DESCENDING	0.0275391526544211	9.078753016815932e-05	0.2253123505845871	0.004897802105895	-6.472150016018565	-15.600494265762084	0.0944062064296737	0.014317260909379	-6.472150016018565	-15.600494265762084
2019-12-10 18:00:00	37.36948013305664	Budrio_half-right	117	ASCENDING	0.0241090981095237	8.015195845179068e-05	0.2262778335099748	0.0035793146013287	-6.453579880506282	-16.178190357189067	0.0686976959360141	0.014438347345561	-6.276127373166124	-16.54450335022992
2019-12-14 06:00:00	31.308086395263672	Budrio_half-right	168	DESCENDING	0.0163487211759113	9.621579397323929e-05	0.1374055144287108	0.0046739654471911	-8.619958375974079	-17.865162129098763	0.1477289620260992	0.0255591785711572	-10.248692843105017	-18.770156410300626
2019-12-15 06:00:00	41.084251403808594	Budrio_half-right	95	DESCENDING	0.0128826014381931	2.379401488470619e-05	0.1424847931277053	0.0033446092167227	-8.4623148381783	-18.89996429198802	0.1019438843304196	0.0080213685227547	-8.4623148381783	-18.89996429198802
2019-12-16 18:00:00	37.52765655517578	Budrio_half-right	117	ASCENDING	0.030959462706748	0.0001161406979606	0.2310888908026931	0.0049602976556213	-6.362209319724508	-15.092065849891211	0.0932208334615838	0.0162920347573473	-6.192377482427789	-15.462301652231437
2019-12-20 06:00:00	31.36097717285156	Budrio_half-right	168	DESCENDING	0.0372829432338596	0.0002482176912908	0.4237471557794844	0.0289542990046709	-3.728932037939839	-14.284898103800437	0.2967498923261022	0.0289139119093116	-5.803285105016711	-15.325007955647447
2019-12-21 06:00:00	41.30440139770508	Budrio_half-right	95	DESCENDING	0.0249617326889708	0.0001004853561603	0.2395512805031939	0.0081371697753555	-6.206015033114303	-16.027252719086267	0.1475228153372244	0.017482855151239	-6.206015033114303	-16.027252719086267
2019-12-22 18:00:00	37.36840057373047	Budrio_half-right	117	ASCENDING	0.0291423766738269	0.0001155000468733	0.2565095625167057	0.0089328985275775	-5.908964400226219	-15.354750327225762	0.1512422577881851	0.0172124029478014	-5.7769350011635305	-15.724037379120192
2019-12-26 06:00:00	31.307790756225582	Budrio_half-right	168	DESCENDING	0.0197848608495773	4.963876212205463e-05	0.3244034903765701	0.036888619581929	-4.889144817015433	-17.036669998570503	0.493845609085872	0.0108961294405954	-6.857791564289734	-17.972930741184246
