Date,PET_mean (kg/m2/8day),PET_variance
2021-12-11T00:00:00Z,7.792045455,0.002222222
2021-12-19T00:00:00Z,3.265853659,0.026875
2022-01-01T00:00:00Z,4.7125,0.006666667
2022-01-09T00:00:00Z,6.9,0
2022-01-17T00:00:00Z,6.971590909,0.002222222
2022-01-25T00:00:00Z,7.9,0
2022-02-02T00:00:00Z,11.13294118,0.015555556
2022-02-10T00:00:00Z,8.892941176,0.002222222
2022-02-18T00:00:00Z,14.88823529,0.002222222
2022-02-26T00:00:00Z,14.68352941,0.015555556
2022-03-06T00:00:00Z,20.02823529,0.035555556
2022-03-14T00:00:00Z,19.3,0
2022-03-22T00:00:00Z,34.41058824,0.095555556
2022-03-30T00:00:00Z,17.74936709,0.04
2022-04-07T00:00:00Z,36.09882353,0.068888889
2022-04-15T00:00:00Z,29.99647059,0.62
2022-04-23T00:00:00Z,32.48588235,0.008888889
2022-05-01T00:00:00Z,26.2625,0.0025
2022-05-09T00:00:00Z,53.06117647,0.126666667
2022-05-17T00:00:00Z,53.52823529,0.215555556
2022-05-25T00:00:00Z,38.98117647,0.002222222
2022-06-02T00:00:00Z,50.95294118,0.046666667
2022-06-10T00:00:00Z,60.32941176,0.042222222
2022-06-18T00:00:00Z,56.94235294,0.015555556
2022-06-26T00:00:00Z,63.45647059,0.02
2022-07-04T00:00:00Z,64.20117647,0.062222222
2022-07-12T00:00:00Z,62.3,0
2022-07-20T00:00:00Z,51.85411765,0.028888889
2022-07-28T00:00:00Z,59.53882353,0.126666667
2022-08-05T00:00:00Z,47.84470588,0.015555556
2022-08-13T00:00:00Z,43.29529412,0.062222222
2022-08-21T00:00:00Z,42.34588235,0.74
2022-08-29T00:00:00Z,29.96470588,0.202222222
2022-09-06T00:00:00Z,36.23411765,0.062222222
2022-09-14T00:00:00Z,28.22117647,0.02
2022-09-22T00:00:00Z,21.62588235,0.006666667
2022-09-30T00:00:00Z,23.24588235,0.068888889
2022-10-08T00:00:00Z,18.31294118,0.148888889
2022-10-24T00:00:00Z,20.74823529,0.068888889
2022-11-01T00:00:00Z,14.22588235,0.006666667
2022-11-09T00:00:00Z,6.2,0
